"","POWERGRID.NS.Open","POWERGRID.NS.High","POWERGRID.NS.Low","POWERGRID.NS.Close","POWERGRID.NS.Volume","POWERGRID.NS.Adjusted"
"1",111.96565246582,113.484405517578,111.96565246582,112.612525939941,6388017,78.0817337036133
"2",113.203155517578,113.51252746582,112.10627746582,112.921905517578,4383705,78.296257019043
"3",113.343780517578,113.878150939941,112.837524414062,113.428153991699,8187397,78.6472702026367
"4",113.625030517578,114.103149414062,112.500030517578,112.696899414062,4204055,78.1402282714844
"5",113.23127746582,113.65315246582,112.837524414062,113.203155517578,4923559,78.4912643432617
"6",113.625030517578,114.328155517578,112.52815246582,112.80940246582,11797863,78.2182464599609
"7",113.118774414062,113.287528991699,112.66877746582,113.062530517578,7380366,78.3937454223633
"8",113.568778991699,113.568778991699,111.656280517578,112.415649414062,8710385,77.9452209472656
"9",111.993774414062,112.66877746582,110.98127746582,111.290649414062,12305664,77.1651840209961
"10",111.431274414062,111.54377746582,110.081275939941,110.446899414062,9411915,76.5801544189453
"11",111.26252746582,112.640655517578,109.771903991699,112.10627746582,9962401,77.730712890625
"12",111.993774414062,112.10627746582,109.321899414062,110.362525939941,13205546,76.5216751098633
"13",110.250030517578,111.768775939941,109.125030517578,111.037528991699,13012437,76.9896850585938
"14",111.712524414062,112.38752746582,110.109405517578,110.812530517578,24603506,76.8336715698242
"15",110.812530517578,111.375030517578,109.29377746582,110.306274414062,8082214,76.4826431274414
"16",110.334403991699,110.784400939941,109.687530517578,109.85627746582,9833311,76.1706390380859
"17",109.85627746582,110.446899414062,109.15315246582,110.165649414062,16134097,76.3851623535156
"18",109.85627746582,110.784400939941,109.771903991699,110.221900939941,11061376,76.4241561889648
"19",110.643775939941,110.728149414062,108.646903991699,109.29377746582,13143678,75.7806243896484
"20",109.406280517578,110.250030517578,109.125030517578,109.209403991699,11002896,75.7221298217773
"21",109.01252746582,110.334403991699,107.268775939941,109.659400939941,22826262,76.0341339111328
"22",109.659400939941,109.85627746582,108.000030517578,109.01252746582,14372442,75.5856246948242
"23",109.406280517578,109.771903991699,106.312522888184,109.603149414062,17028230,75.9951477050781
"24",109.406280517578,109.406280517578,107.437522888184,108.506278991699,22083930,75.2345886230469
"25",106.875022888184,110.784400939941,106.875022888184,110.531280517578,21997294,76.6386642456055
"26",106.875022888184,110.025024414062,106.875022888184,109.659400939941,13495253,76.0341339111328
"27",110.13752746582,110.728149414062,108.787528991699,109.968780517578,14316750,76.2486343383789
"28",109.125030517578,109.490653991699,108.196899414062,108.675025939941,33536651,76.3078842163086
"29",108.000030517578,109.29377746582,107.437522888184,108.675025939941,15183068,76.3078842163086
"30",109.237525939941,111.96565246582,108.73127746582,111.656280517578,11747845,78.4012222290039
"31",111.628150939941,111.628150939941,108.956275939941,109.940650939941,13853923,77.1965713500977
